Title,Genres,Plot,Rating,Released_Year
"Lock, Stock and Two Smoking Barrels","['Action', 'Comedy', 'Crime']","A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.",8.2,1998.0
L.A. Confidential,"['Crime', 'Drama', 'Mystery']","As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",8.2,1997.0
Eskiya,"['Crime', 'Drama', 'Thriller']","Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover.",8.2,1996.0
Heat,"['Crime', 'Drama', 'Thriller']",A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.,8.2,1995.0
Casino,"['Crime', 'Drama']","A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite.",8.2,1995.0
Andaz Apna Apna,"['Action', 'Comedy', 'Romance']",Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.,8.2,1994.0
Unforgiven,"['Drama', 'Western']","Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",8.2,1992.0
Indiana Jones and the Last Crusade,"['Action', 'Adventure']","In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.",8.2,1989.0
Dom za vesanje,"['Comedy', 'Crime', 'Drama']","In this luminous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves.",8.2,1988.0
Tonari no Totoro,"['Animation', 'Family', 'Fantasy']","When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",8.2,1988.0
Die Hard,"['Action', 'Thriller']",An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,8.2,1988.0
Ran,"['Action', 'Drama', 'War']","In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",8.2,1985.0
Raging Bull,"['Biography', 'Drama', 'Sport']","The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",8.2,1980.0
Stalker,"['Drama', 'Sci-Fi']",A guide leads two men through an area known as the Zone to find a room that grants wishes.,8.2,1979.0
Höstsonaten,"['Drama', 'Music']","A married daughter who longs for her mother's love is visited by the latter, a successful concert pianist.",8.2,1978.0
The Message,"['Biography', 'Drama', 'History']",This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.,8.2,1976.0
Sholay,"['Action', 'Adventure', 'Comedy']","After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",8.2,1975.0
Monty Python and the Holy Grail,"['Adventure', 'Comedy', 'Fantasy']","King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",8.2,1975.0
The Great Escape,"['Adventure', 'Drama', 'History']",Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,8.2,1963.0
To Kill a Mockingbird,"['Crime', 'Drama']","Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice.",8.2,1962.0
Yôjinbô,"['Action', 'Drama', 'Thriller']",A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,8.2,1961.0
Judgment at Nuremberg,"['Drama', 'War']","In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.",8.2,1961.0
Some Like It Hot,"['Comedy', 'Music', 'Romance']","After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",8.2,1959.0
Smultronstället,"['Drama', 'Romance']","After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",8.2,1957.0
Det sjunde inseglet,"['Drama', 'Fantasy', 'History']","A man seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",8.2,1957.0
Du rififi chez les hommes,"['Crime', 'Drama', 'Thriller']","Four men plan a technically perfect crime, but the human element intervenes...",8.2,1955.0
Dial M for Murder,"['Crime', 'Thriller']",A former tennis player tries to arrange his wife's murder after learning of her affair.,8.2,1954.0
Tôkyô monogatari,['Drama'],"An old couple visit their children and grandchildren in the city, but receive little attention.",8.2,1953.0
Rashômon,"['Crime', 'Drama', 'Mystery']","The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",8.2,1950.0
All About Eve,['Drama'],A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,8.2,1950.0
The Treasure of the Sierra Madre,"['Adventure', 'Drama', 'Western']",Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,8.2,1948.0
To Be or Not to Be,"['Comedy', 'War']","During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",8.2,1942.0
The Gold Rush,"['Adventure', 'Comedy', 'Drama']",A prospector goes to the Klondike in search of gold and finds it and more.,8.2,1925.0
Sherlock Jr.,"['Action', 'Comedy', 'Romance']","A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",8.2,1924.0
Portrait de la jeune fille en feu,"['Drama', 'Romance']","On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",8.1,2019.0
Pink,"['Drama', 'Thriller']","When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",8.1,2016.0
Koe no katachi,"['Animation', 'Drama', 'Family']","A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.",8.1,2016.0
Contratiempo,"['Crime', 'Drama', 'Mystery']",A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.,8.1,2016.0
Ah-ga-ssi,"['Drama', 'Romance', 'Thriller']","A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",8.1,2016.0
Mommy,['Drama'],"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",8.1,2014.0
Haider,"['Action', 'Crime', 'Drama']","A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate.",8.1,2014.0
Logan,"['Action', 'Drama', 'Sci-Fi']","In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",8.1,2017.0
Room,"['Drama', 'Thriller']","Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",8.1,2015.0
Relatos salvajes,"['Comedy', 'Drama', 'Thriller']",Six short stories that explore the extremities of human behavior involving people in distress.,8.1,2014.0
Soul,"['Animation', 'Adventure', 'Comedy']","After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.",8.1,2020.0
Kis Uykusu,['Drama'],A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.,8.1,2014.0
PK,"['Comedy', 'Drama', 'Musical']",An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.,8.1,2014.0
OMG: Oh My God!,"['Comedy', 'Drama', 'Fantasy']",A shopkeeper takes God to court when his shop is destroyed by an earthquake.,8.1,2012.0
The Grand Budapest Hotel,"['Adventure', 'Comedy', 'Crime']","A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.",8.1,2014.0
Gone Girl,"['Drama', 'Mystery', 'Thriller']","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",8.1,2014.0
Ôkami kodomo no Ame to Yuki,"['Animation', 'Drama', 'Fantasy']","After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society.",8.1,2012.0
Hacksaw Ridge,"['Biography', 'Drama', 'History']","World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot.",8.1,2016.0
Inside Out,"['Animation', 'Adventure', 'Comedy']","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",8.1,2015.0
Barfi!,"['Comedy', 'Drama', 'Romance']",Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,8.1,2012.0
12 Years a Slave,"['Biography', 'Drama', 'History']","In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",8.1,2013.0
Rush,"['Action', 'Biography', 'Drama']",The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,8.1,2013.0
